_EventID_,_Latitude_,_Longitude_,_DepthMeters_,_Contributor_,_MagType_,_Magnitude_,_EventLocationName_,_Time_,ts,potential_blast,bix_potential_blasts
4217716,37.8499,-81.8245,2300,ANF,ML,2.5,WEST VIRGINIA,2012-09-18T20:00:21,2012/09/18 16:00:21-04,1,1
4217749,38.0198,-81.44,8900,ANF,ML,2.8,WEST VIRGINIA,2012-09-21T20:36:15,2012/09/21 16:36:15-04,1,1
5007549,37.8368,-81.7305,5000,ANF,ML,2.2,WEST VIRGINIA,2014-10-16T21:12:42,2014/10/16 17:12:42-04,1,1
5007630,38.0986,-81.3731,6700,ANF,ML,2.3,WEST VIRGINIA,2014-10-31T19:22:37,2014/10/31 15:22:37-04,1,1
5110285,37.7381,-82.0217,2800,ANF,ML,2.3,WEST VIRGINIA,2014-11-07T18:08:39,2014/11/07 13:08:39-05,1,1
4223600,37.9549,-81.6244,14700,ANF,ML,3,WEST VIRGINIA,2013-01-25T21:30:14,2013/01/25 16:30:14-05,0,1
4217744,37.7358,-82.1539,6700,ANF,ML,2.1,WEST VIRGINIA,2012-09-21T18:45:07,2012/09/21 14:45:07-04,1,1
5110428,37.9946,-81.4222,6300,ANF,ML,2.3,WEST VIRGINIA,2014-11-21T15:34:12,2014/11/21 10:34:12-05,1,1
5007490,39.5417,-77.0557,6900,ANF,ML,1.7,VIRGINIA,2014-10-07T18:31:24,2014/10/07 14:31:24-04,1,1
5109405,42.5135,-73.8611,10100,ANF,ML,2.3,NEW YORK,2014-12-24T17:04:34,2014/12/24 12:04:34-05,1,1
4223610,38.0483,-81.4376,5500,ANF,ML,3.1,WEST VIRGINIA,2013-01-26T17:30:10,2013/01/26 12:30:10-05,0,1
5111657,38.0681,-81.6772,9700,ANF,ML,2.5,WEST VIRGINIA,2015-01-09T20:08:35,2015/01/09 15:08:35-05,1,1
5111658,38.1028,-81.4241,13900,ANF,ML,2.5,WEST VIRGINIA,2015-01-09T20:57:38,2015/01/09 15:57:38-05,1,1
5111668,40.2407,-80.9564,7100,ANF,ML,2.5,PENNSYLVANIA,2015-01-12T20:53:22,2015/01/12 15:53:22-05,1,1
5109408,37.8879,-81.6877,8300,ANF,ML,2.1,WEST VIRGINIA,2014-12-28T14:53:18,2014/12/28 09:53:18-05,1,1
4309630,38.0487,-81.7178,1200,ANF,ML,2.9,WEST VIRGINIA,2012-11-26T21:04:06,2012/11/26 16:04:06-05,1,1
4223441,37.9447,-81.578,1400,ANF,ML,2.5,WEST VIRGINIA,2013-01-16T16:01:35,2013/01/16 11:01:35-05,1,1
4221066,37.7717,-82.0659,5200,ANF,ML,2.8,WEST VIRGINIA,2012-12-20T21:41:25,2012/12/20 16:41:25-05,1,1
4225463,37.7331,-82.0091,200,ANF,ML,2.5,WEST VIRGINIA,2013-03-14T16:38:09,2013/03/14 12:38:09-04,1,1
4225491,37.4923,-82.1043,100,ANF,ML,2.4,WEST VIRGINIA,2013-03-15T20:40:28,2013/03/15 16:40:28-04,1,1
4369292,37.8425,-82.1422,500,ANF,ML,2.5,WEST VIRGINIA,2013-05-14T20:27:10,2013/05/14 16:27:10-04,1,1
4225279,38.0069,-81.3841,11500,ANF,ML,2.4,WEST VIRGINIA,2013-03-01T21:27:43,2013/03/01 16:27:43-05,1,1
4310812,37.0077,-81.8689,8300,ANF,ML,1.9,WEST VIRGINIA,2013-04-03T18:16:42,2013/04/03 14:16:42-04,0,1
4372034,38.1113,-81.9647,6100,ANF,ML,2.5,WEST VIRGINIA,2013-08-16T19:33:48,2013/08/16 15:33:48-04,0,1
4372092,38.123,-81.9647,10300,ANF,ML,2.5,WEST VIRGINIA,2013-08-20T14:07:57,2013/08/20 10:07:57-04,0,1
4372099,38.1393,-82.031,6600,ANF,ML,2.3,WEST VIRGINIA,2013-08-20T19:35:02,2013/08/20 15:35:02-04,0,1
4372246,45.1616,-73.6467,21100,ANF,ML,2.2,"SOUTHERN QUEBEC, CANADA",2013-08-29T16:08:03,2013/08/29 12:08:03-04,0,1
4374001,41.4673,-77.3723,13400,ANF,ML,2.2,PENNSYLVANIA,2013-09-03T18:53:11,2013/09/03 14:53:11-04,1,1
4374049,38.0032,-81.436,5500,ANF,ML,2.5,WEST VIRGINIA,2013-09-05T19:51:40,2013/09/05 15:51:40-04,1,1
5007535,42.9118,-74.1227,4900,ANF,ML,2,NEW YORK,2014-10-14T14:34:56,2014/10/14 10:34:56-04,1,1
5007604,42.5469,-73.9086,13000,ANF,ML,2.1,NEW YORK,2014-10-28T16:06:40,2014/10/28 12:06:40-04,1,1
5110310,39.8138,-79.9439,14200,ANF,ML,2.1,WEST VIRGINIA,2014-11-10T16:33:29,2014/11/10 11:33:29-05,1,1
5110374,38.1035,-80.4839,10200,ANF,ML,2.2,WEST VIRGINIA,2014-11-14T20:51:13,2014/11/14 15:51:13-05,1,1
5007500,39.4712,-76.6641,6600,ANF,ML,2,CHESAPEAKE BAY REGION,2014-10-08T20:42:26,2014/10/08 16:42:26-04,1,1
4310359,37.8558,-82.2163,100,ANF,ML,2.1,WEST VIRGINIA,2013-02-06T21:39:37,2013/02/06 16:39:37-05,1,1
4815732,44.2961,-73.5916,17600,ANF,ML,2.1,NEW YORK,2014-06-23T16:03:17,2014/06/23 12:03:17-04,1,1
4815741,44.7557,-74.464,14600,ANF,ML,1.9,NEW YORK,2014-06-24T16:28:48,2014/06/24 12:28:48-04,1,1
4766809,41.4564,-77.3768,400,ANF,ML,2.6,PENNSYLVANIA,2014-03-14T16:38:19,2014/03/14 12:38:19-04,1,1
4225475,37.8273,-81.5443,1400,ANF,ML,2.5,WEST VIRGINIA,2013-03-14T22:13:22,2013/03/14 18:13:22-04,1,1
4221062,37.7129,-82.108,1900,ANF,ML,2.6,WEST VIRGINIA,2012-12-20T17:33:29,2012/12/20 12:33:29-05,1,1
4766797,37.9696,-81.4129,100,ANF,ML,2.3,WEST VIRGINIA,2014-03-13T20:29:23,2014/03/13 16:29:23-04,1,1
4766974,38.2922,-80.911,900,ANF,ML,2.6,WEST VIRGINIA,2014-03-26T14:23:40,2014/03/26 10:23:40-04,1,1
4766995,38.1398,-80.4698,900,ANF,ML,2.3,WEST VIRGINIA,2014-03-27T20:00:01,2014/03/27 16:00:01-04,1,1
5110437,41.4383,-77.3351,100,ANF,ML,2.2,PENNSYLVANIA,2014-11-21T20:11:08,2014/11/21 15:11:08-05,1,1
4217737,37.7009,-82.0801,12300,ANF,ML,2.9,WEST VIRGINIA,2012-09-20T20:45:53,2012/09/20 16:45:53-04,1,1
4217766,37.7846,-82.166,7000,ANF,ML,1.9,WEST VIRGINIA,2012-09-24T16:08:50,2012/09/24 12:08:50-04,1,1
5005246,38.1791,-81.8578,5100,ANF,ML,1.9,WEST VIRGINIA,2014-09-05T21:01:20,2014/09/05 17:01:20-04,1,1
4767000,37.7417,-82.1348,500,ANF,ML,2.4,WEST VIRGINIA,2014-03-27T20:55:41,2014/03/27 16:55:41-04,1,1
4310973,38.1324,-82.0824,2900,ANF,ML,2,WEST VIRGINIA,2013-04-17T19:05:03,2013/04/17 15:05:03-04,0,1
5005274,38.0589,-82.036,600,ANF,ML,2.3,WEST VIRGINIA,2014-09-09T15:39:33,2014/09/09 11:39:33-04,0,1
4225318,37.7414,-82.1113,1500,ANF,ML,2.4,WEST VIRGINIA,2013-03-04T21:49:10,2013/03/04 16:49:10-05,1,1
4369765,37.8199,-82.1703,1300,ANF,ML,2.3,WEST VIRGINIA,2013-06-04T20:40:57,2013/06/04 16:40:57-04,1,1
4815711,39.7141,-79.7219,8600,ANF,ML,1.8,WEST VIRGINIA,2014-06-20T19:42:04,2014/06/20 15:42:04-04,0,1
4488756,41.4688,-77.3924,7100,ANF,ML,2.5,PENNSYLVANIA,2013-10-31T18:15:20,2013/10/31 14:15:20-04,0,1
5111711,38.0948,-80.4497,2600,ANF,ML,2.4,WEST VIRGINIA,2015-01-17T18:47:14,2015/01/17 13:47:14-05,1,1
4487885,38.0057,-81.4053,4400,ANF,ML,2.3,WEST VIRGINIA,2013-11-02T19:45:08,2013/11/02 15:45:08-04,1,1
5113586,42.511,-73.8576,15800,ANF,ML,1.9,NEW YORK,2015-02-06T19:50:19,2015/02/06 14:50:19-05,1,1
5114929,38.0166,-81.4029,3800,ANF,ML,2.6,WEST VIRGINIA,2015-03-04T18:21:45,2015/03/04 13:21:45-05,1,1
5114956,42.5073,-73.8577,16600,ANF,ML,2,NEW YORK,2015-03-11T18:54:47,2015/03/11 14:54:47-04,1,1
5115008,40.2153,-80.9707,14400,ANF,ML,2.5,PENNSYLVANIA,2015-03-23T18:06:41,2015/03/23 14:06:41-04,1,1
5115017,43.7356,-74.1273,3900,ANF,ML,2,NEW YORK,2015-03-24T19:40:05,2015/03/24 15:40:05-04,1,1
4223612,37.23,-81.7388,2000,ANF,ML,2.4,WEST VIRGINIA,2013-01-26T18:29:41,2013/01/26 13:29:41-05,1,1
5110303,38.076,-82.1266,100,ANF,ML,2.3,WEST VIRGINIA,2014-11-08T20:59:56,2014/11/08 15:59:56-05,0,1
5005207,37.9088,-81.5952,100,ANF,ML,2.5,WEST VIRGINIA,2014-09-02T19:27:52,2014/09/02 15:27:52-04,1,1
5005304,38.463,-80.646,100,ANF,ML,2.6,WEST VIRGINIA,2014-09-11T20:09:12,2014/09/11 16:09:12-04,1,1
5005382,37.8311,-81.8408,700,ANF,ML,2.1,WEST VIRGINIA,2014-09-16T19:47:17,2014/09/16 15:47:17-04,1,1
5007613,37.4294,-82.0334,600,ANF,ML,2.3,WEST VIRGINIA,2014-10-29T18:18:42,2014/10/29 14:18:42-04,1,1
5110236,37.8438,-82.1526,200,ANF,ML,2.3,WEST VIRGINIA,2014-11-03T21:09:06,2014/11/03 16:09:06-05,1,1
4310459,37.7924,-81.7145,14300,ANF,ML,2.7,WEST VIRGINIA,2013-02-14T18:38:05,2013/02/14 13:38:05-05,1,1
4310425,38.0574,-81.6646,12500,ANF,ML,2.8,WEST VIRGINIA,2013-02-12T20:57:41,2013/02/12 15:57:41-05,1,1
4310462,37.6187,-81.905,4400,ANF,ML,2.5,WEST VIRGINIA,2013-02-14T19:11:16,2013/02/14 14:11:16-05,1,1
4310484,37.7519,-82.0573,6000,ANF,ML,2.6,WEST VIRGINIA,2013-02-15T22:57:49,2013/02/15 17:57:49-05,1,1
4220875,38.1978,-81.5646,10100,ANF,ML,2.4,WEST VIRGINIA,2012-12-03T21:11:00,2012/12/03 16:11:00-05,1,1
5115025,38.0978,-81.4266,2600,ANF,ML,2,WEST VIRGINIA,2015-03-26T19:29:43,2015/03/26 15:29:43-04,1,1
5115027,40.2048,-80.9747,5700,ANF,ML,2.5,PENNSYLVANIA,2015-03-27T19:48:11,2015/03/27 15:48:11-04,1,1
5111745,43.0089,-76.361,16900,ANF,ML,1.9,NEW YORK,2015-01-22T17:06:03,2015/01/22 12:06:03-05,1,1
4225667,37.2673,-81.6352,600,ANF,ML,2.2,WEST VIRGINIA,2013-03-27T13:27:16,2013/03/27 09:27:16-04,1,1
4310917,37.8807,-81.2604,400,ANF,ML,2.2,WEST VIRGINIA,2013-04-12T21:10:02,2013/04/12 17:10:02-04,1,1
4217715,38.0796,-81.6393,500,ANF,ML,2.9,WEST VIRGINIA,2012-09-18T19:55:54,2012/09/18 15:55:54-04,0,1
4225290,37.8504,-81.5872,2900,ANF,ML,2.6,WEST VIRGINIA,2013-03-02T19:11:30,2013/03/02 14:11:30-05,1,1
4225507,37.7852,-81.9417,7800,ANF,ML,2.2,WEST VIRGINIA,2013-03-16T13:16:03,2013/03/16 09:16:03-04,1,1
4369890,38.0244,-81.49,15500,ANF,ML,2.5,WEST VIRGINIA,2013-06-15T19:41:32,2013/06/15 15:41:32-04,1,1
4309470,37.8162,-81.6237,3900,ANF,ML,2.7,WEST VIRGINIA,2012-11-03T18:14:02,2012/11/03 14:14:02-04,1,1
4310427,37.876,-81.624,4200,ANF,ML,2.9,WEST VIRGINIA,2013-02-12T21:21:28,2013/02/12 16:21:28-05,1,1
4310466,38.0741,-81.727,9400,ANF,ML,2.5,WEST VIRGINIA,2013-02-14T20:59:48,2013/02/14 15:59:48-05,1,1
4225336,37.912,-81.5136,4000,ANF,ML,2.5,WEST VIRGINIA,2013-03-05T20:29:12,2013/03/05 15:29:12-05,1,1
4225338,41.1175,-79.5654,17800,ANF,ML,2.3,PENNSYLVANIA,2013-03-05T20:51:20,2013/03/05 15:51:20-05,1,1
4311065,38.0797,-81.6634,3700,ANF,ML,2.6,WEST VIRGINIA,2013-04-24T20:14:07,2013/04/24 16:14:07-04,1,1
4311089,38.0233,-81.66,4400,ANF,ML,2.4,WEST VIRGINIA,2013-04-26T16:24:12,2013/04/26 12:24:12-04,1,1
4369419,37.6086,-82.4114,4600,ANF,ML,2.5,WEST VIRGINIA,2013-05-20T20:52:31,2013/05/20 16:52:31-04,1,1
4369438,40.1829,-80.9413,13500,ANF,ML,2.5,PENNSYLVANIA,2013-05-21T19:49:31,2013/05/21 15:49:31-04,1,1
4369457,40.1786,-80.9431,9600,ANF,ML,2.5,PENNSYLVANIA,2013-05-22T18:06:48,2013/05/22 14:06:48-04,1,1
4369479,37.8324,-81.5043,8200,ANF,ML,2.6,WEST VIRGINIA,2013-05-23T19:44:51,2013/05/23 15:44:51-04,1,1
4369483,38.2182,-81.5819,5200,ANF,ML,2.2,WEST VIRGINIA,2013-05-23T20:39:09,2013/05/23 16:39:09-04,1,1
4372004,40.3781,-78.7908,1600,ANF,ML,2.6,PENNSYLVANIA,2013-08-15T18:54:19,2013/08/15 14:54:19-04,1,1
4310430,38.2494,-81.5977,14400,ANF,ML,2.6,WEST VIRGINIA,2013-02-12T22:05:40,2013/02/12 17:05:40-05,1,1
4371834,40.1602,-80.9065,10300,ANF,ML,2.2,PENNSYLVANIA,2013-08-05T18:16:10,2013/08/05 14:16:10-04,0,1
4310435,37.9671,-81.3412,3100,ANF,ML,2.6,WEST VIRGINIA,2013-02-13T13:09:18,2013/02/13 08:09:18-05,1,1
4310471,37.7556,-82.1028,2300,ANF,ML,2.7,WEST VIRGINIA,2013-02-15T17:03:03,2013/02/15 12:03:03-05,1,1
4310480,38.1142,-81.3838,6100,ANF,ML,2.3,WEST VIRGINIA,2013-02-15T21:00:48,2013/02/15 16:00:48-05,1,1
4369607,41.4814,-77.3784,7900,ANF,ML,2.3,PENNSYLVANIA,2013-05-30T17:46:02,2013/05/30 13:46:02-04,1,1
usp0008amt,40.146,-76.252,5000,NEIC,mblg,3,Pennsylvania,1997-11-14T03:44:11.050Z,1997/11/13 22:44:11-05,0,0
usp0008r6w,44.735,-73.677,100,NEIC,mblg,2.5,New York,1998-07-09T01:52:13.130Z,1998/07/08 21:52:13-04,0,0
4225453,37.7411,-82.022,9300,ANF,ML,2.6,WEST VIRGINIA,2013-03-13T16:44:57,2013/03/13 12:44:57-04,1,1
4225489,38.0586,-81.6523,2500,ANF,ML,2.7,WEST VIRGINIA,2013-03-15T20:23:21,2013/03/15 16:23:21-04,1,1
4638417,41.4503,-77.3841,1000,ANF,ML,2.6,PENNSYLVANIA,2014-01-17T20:22:40,2014/01/17 15:22:40-05,0,1
4369621,37.8608,-82.1334,1000,ANF,ML,2.3,WEST VIRGINIA,2013-05-31T20:03:24,2013/05/31 16:03:24-04,1,1
4371997,37.755,-82.0317,400,ANF,ML,2.1,WEST VIRGINIA,2013-08-15T15:38:23,2013/08/15 11:38:23-04,1,1
4820752,39.8388,-79.9471,7700,ANF,ML,2.3,WEST VIRGINIA,2014-07-22T20:45:07,2014/07/22 16:45:07-04,1,1
4820739,44.7762,-74.9811,17700,ANF,ML,2,NEW YORK,2014-07-21T17:32:20,2014/07/21 13:32:20-04,0,1
4310495,37.7738,-81.8155,6300,ANF,ML,1.9,WEST VIRGINIA,2013-02-16T15:45:03,2013/02/16 10:45:03-05,1,1
4488046,37.7228,-82.0167,1900,ANF,ML,2.5,WEST VIRGINIA,2013-11-14T17:13:52,2013/11/14 12:13:52-05,1,1
5110243,39.5174,-78.9894,10300,ANF,ML,2.5,VIRGINIA,2014-11-04T17:04:17,2014/11/04 12:04:17-05,1,1
5110248,39.7183,-76.1489,4300,ANF,ML,1.6,CHESAPEAKE BAY REGION,2014-11-04T21:30:03,2014/11/04 16:30:03-05,1,1
5110256,40.1755,-80.9634,16900,ANF,ML,2.2,PENNSYLVANIA,2014-11-05T20:54:06,2014/11/05 15:54:06-05,1,1
4488383,42.9852,-75.2045,12500,ANF,ML,2.6,NEW YORK,2013-10-04T15:18:51,2013/10/04 11:18:51-04,1,1
4488447,40.8624,-78.2374,11000,ANF,ML,2.4,PENNSYLVANIA,2013-10-08T19:01:00,2013/10/08 15:01:00-04,1,1
4374135,37.9047,-81.2899,5800,ANF,ML,2.4,WEST VIRGINIA,2013-09-10T21:42:38,2013/09/10 17:42:38-04,1,1
4225635,37.7432,-82.0227,2300,ANF,ML,2.5,WEST VIRGINIA,2013-03-25T15:42:59,2013/03/25 11:42:59-04,1,1
4225715,38.3799,-81.0155,13700,ANF,ML,2.7,WEST VIRGINIA,2013-03-29T20:07:36,2013/03/29 16:07:36-04,1,1
4310865,37.8296,-81.8421,11900,ANF,ML,2.2,WEST VIRGINIA,2013-04-09T14:32:49,2013/04/09 10:32:49-04,1,1
4310866,37.7347,-82.0135,2700,ANF,ML,2.3,WEST VIRGINIA,2013-04-09T16:35:16,2013/04/09 12:35:16-04,1,1
4371895,40.875,-78.2142,14900,ANF,ML,2.2,PENNSYLVANIA,2013-08-08T18:29:46,2013/08/08 14:29:46-04,1,1
4371955,40.8814,-78.2233,3100,ANF,ML,1.9,PENNSYLVANIA,2013-08-12T20:54:20,2013/08/12 16:54:20-04,1,1
4813105,44.7496,-74.4683,11100,ANF,ML,2,NEW YORK,2014-04-29T15:55:48,2014/04/29 11:55:48-04,1,1
4813107,42.5143,-73.8595,12400,ANF,ML,2.1,NEW YORK,2014-04-29T17:02:37,2014/04/29 13:02:37-04,1,1
4808368,42.511,-73.87,14900,ANF,ML,2.1,NEW YORK,2014-05-01T19:04:13,2014/05/01 15:04:13-04,1,1
4372091,37.3503,-81.4477,500,ANF,ML,2.6,WEST VIRGINIA,2013-08-20T12:55:48,2013/08/20 08:55:48-04,1,1
4766909,38.0544,-81.9608,100,ANF,ML,2.2,WEST VIRGINIA,2014-03-21T20:13:47,2014/03/21 16:13:47-04,0,1
4813001,41.4555,-77.4061,700,ANF,ML,2.2,PENNSYLVANIA,2014-04-11T19:15:32,2014/04/11 15:15:32-04,0,1
4767694,41.4664,-77.3684,800,ANF,ML,2.4,PENNSYLVANIA,2014-02-03T18:19:59,2014/02/03 13:19:59-05,1,1
4767884,37.3443,-81.9282,700,ANF,ML,2.2,WEST VIRGINIA,2014-02-27T21:57:26,2014/02/27 16:57:26-05,1,1
4220925,38.0693,-81.667,3500,ANF,ML,2.8,WEST VIRGINIA,2012-12-07T21:14:32,2012/12/07 16:14:32-05,1,1
4488183,37.4337,-82.4311,2000,ANF,ML,1.8,WEST VIRGINIA,2013-11-23T18:36:25,2013/11/23 13:36:25-05,1,1
4225611,37.9074,-81.3235,12000,ANF,ML,2.4,WEST VIRGINIA,2013-03-23T17:28:44,2013/03/23 13:28:44-04,1,1
4374215,37.1989,-81.5668,2100,ANF,ML,2.4,WEST VIRGINIA,2013-09-14T22:45:56,2013/09/14 18:45:56-04,1,1
4638551,37.2173,-81.4604,1700,ANF,ML,2.5,WEST VIRGINIA,2014-01-29T21:27:16,2014/01/29 16:27:16-05,1,1
4370044,40.8659,-78.2382,9800,ANF,ML,2.3,PENNSYLVANIA,2013-06-28T20:48:17,2013/06/28 16:48:17-04,1,1
5109364,40.7689,-76.317,6000,ANF,ML,1.9,PENNSYLVANIA,2014-12-05T15:20:05,2014/12/05 10:20:05-05,1,1
5109371,37.7199,-81.9274,3800,ANF,ML,2.5,WEST VIRGINIA,2014-12-08T20:58:49,2014/12/08 15:58:49-05,1,1
5109379,40.6989,-76.2611,7000,ANF,ML,1.9,PENNSYLVANIA,2014-12-11T19:17:10,2014/12/11 14:17:10-05,1,1
5111777,37.7862,-82.0448,200,ANF,ML,2.6,WEST VIRGINIA,2015-01-26T21:21:59,2015/01/26 16:21:59-05,1,1
5114925,38.0812,-81.7047,200,ANF,ML,2.5,WEST VIRGINIA,2015-03-03T20:18:18,2015/03/03 15:18:18-05,1,1
4370045,38.254,-81.5844,14100,ANF,ML,2.3,WEST VIRGINIA,2013-06-28T21:01:17,2013/06/28 17:01:17-04,1,1
4372543,37.4271,-82.0583,14900,ANF,ML,2.2,WEST VIRGINIA,2013-07-12T13:33:02,2013/07/12 09:33:02-04,1,1
4372575,37.7642,-81.7617,3100,ANF,ML,2.6,WEST VIRGINIA,2013-07-15T17:07:59,2013/07/15 13:07:59-04,1,1
4372591,38.2553,-81.5807,3000,ANF,ML,2.6,WEST VIRGINIA,2013-07-16T20:18:13,2013/07/16 16:18:13-04,1,1
4372706,37.8444,-81.8971,15200,ANF,ML,2.4,WEST VIRGINIA,2013-07-29T16:59:17,2013/07/29 12:59:17-04,1,1
4488681,39.5807,-78.8735,14900,ANF,ML,2.5,VIRGINIA,2013-10-25T16:12:39,2013/10/25 12:12:39-04,1,1
usp0001jf6,40.21,-79.05,2000,NEIC,mblg,2.6,Pennsylvania,1982-02-03T04:28:20.600Z,1982/02/02 23:28:20-05,0,0
usp0002ka4,43.42,-73.541,5000,NEIC,md,2.7,New York,1985-09-30T04:08:56.390Z,1985/09/30 00:08:56-04,0,0
5114950,40.7284,-76.1233,6000,ANF,ML,2,PENNSYLVANIA,2015-03-10T14:20:11,2015/03/10 10:20:11-04,1,1
5114974,40.8039,-76.2548,3000,ANF,ML,2.3,PENNSYLVANIA,2015-03-13T14:25:02,2015/03/13 10:25:02-04,1,1
5153924,42.9133,-74.0898,5700,ANF,ML,1.9,NEW YORK,2015-05-08T14:43:50,2015/05/08 10:43:50-04,1,1
4820731,38.1416,-80.4541,3300,ANF,ML,2,WEST VIRGINIA,2014-07-19T15:58:47,2014/07/19 11:58:47-04,1,1
4820734,37.791,-82.0961,4200,ANF,ML,2.2,WEST VIRGINIA,2014-07-19T19:58:53,2014/07/19 15:58:53-04,1,1
4371816,37.4989,-82.133,9800,ANF,ML,2.2,WEST VIRGINIA,2013-08-03T19:19:06,2013/08/03 15:19:06-04,1,1
4371820,37.5982,-82.3929,16600,ANF,ML,2.2,WEST VIRGINIA,2013-08-03T22:30:22,2013/08/03 18:30:22-04,1,1
4488184,38.0379,-81.3647,4000,ANF,ML,2.5,WEST VIRGINIA,2013-11-23T18:38:59,2013/11/23 13:38:59-05,1,1
4767705,41.4587,-77.3684,11400,ANF,ML,2.1,PENNSYLVANIA,2014-02-04T17:35:13,2014/02/04 12:35:13-05,1,1
4766696,37.7116,-81.9438,4300,ANF,ML,2.4,WEST VIRGINIA,2014-03-07T20:51:18,2014/03/07 15:51:18-05,1,1
4767825,38.0239,-80.502,14900,ANF,ML,2.4,WEST VIRGINIA,2014-02-19T21:41:02,2014/02/19 16:41:02-05,1,1
4766857,42.511,-73.8862,10700,ANF,ML,2.1,NEW YORK,2014-03-18T20:02:27,2014/03/18 16:02:27-04,1,1
4813002,38.0149,-80.5232,3800,ANF,ML,1.9,WEST VIRGINIA,2014-04-11T20:43:00,2014/04/11 16:43:00-04,1,1
usp000fkzh,44.323,-74.36,2000,NEIC,ml,3.2,New York,2007-08-30T03:47:45.720Z,2007/08/29 23:47:45-04,0,0
4372287,37.9036,-81.6153,100,ANF,ML,2,WEST VIRGINIA,2013-08-31T18:02:21,2013/08/31 14:02:21-04,1,1
4638504,37.4568,-82.4456,500,ANF,ML,2,WEST VIRGINIA,2014-01-25T16:41:39,2014/01/25 11:41:39-05,1,1
4225509,37.2549,-81.6232,3700,ANF,ML,2.1,WEST VIRGINIA,2013-03-16T15:38:53,2013/03/16 11:38:53-04,1,1
4488558,41.5979,-73.4505,300,ANF,ML,1.5,NEW YORK,2013-10-15T17:00:06,2013/10/15 13:00:06-04,1,1
4310959,38.4151,-80.5148,12900,ANF,ML,2.7,WEST VIRGINIA,2013-04-16T20:14:59,2013/04/16 16:14:59-04,1,1
4488118,38.052,-81.695,100,ANF,ML,2.4,WEST VIRGINIA,2013-11-19T21:07:59,2013/11/19 16:07:59-05,1,1
4638298,37.7748,-82.074,500,ANF,ML,2.6,WEST VIRGINIA,2014-01-03T21:55:27,2014/01/03 16:55:27-05,1,1
4638385,40.8994,-78.2557,900,ANF,ML,2.3,PENNSYLVANIA,2014-01-14T18:40:45,2014/01/14 13:40:45-05,1,1
4638547,37.8564,-82.1448,500,ANF,ML,2.5,WEST VIRGINIA,2014-01-29T20:51:19,2014/01/29 15:51:19-05,1,1
5006166,38.0976,-81.9849,7800,ANF,ML,2.7,WEST VIRGINIA,2014-08-13T21:33:29,2014/08/13 17:33:29-04,0,1
4225275,37.8144,-81.5398,4300,ANF,ML,2.2,WEST VIRGINIA,2013-03-01T20:54:27,2013/03/01 15:54:27-05,1,1
4221051,37.8279,-81.7934,11400,ANF,ML,2.7,WEST VIRGINIA,2012-12-19T20:29:38,2012/12/19 15:29:38-05,1,1
4223596,37.6259,-82.5056,2700,ANF,ML,2.4,WEST VIRGINIA,2013-01-25T20:42:24,2013/01/25 15:42:24-05,1,1
4223598,38.4711,-80.5609,14300,ANF,ML,2.7,WEST VIRGINIA,2013-01-25T21:11:58,2013/01/25 16:11:58-05,1,1
4223599,38.049,-81.6833,9200,ANF,ML,2.7,WEST VIRGINIA,2013-01-25T21:18:26,2013/01/25 16:18:26-05,1,1
4766623,37.4369,-82.0287,1000,ANF,ML,1.8,WEST VIRGINIA,2014-03-01T16:46:13,2014/03/01 11:46:13-05,1,1
4311024,37.1923,-81.602,2600,ANF,ML,2.2,WEST VIRGINIA,2013-04-20T22:27:24,2013/04/20 18:27:24-04,1,1
4225281,37.889,-81.5532,10400,ANF,ML,2.3,WEST VIRGINIA,2013-03-01T21:44:17,2013/03/01 16:44:17-05,1,1
4225471,38.2417,-81.5835,14900,ANF,ML,2.6,WEST VIRGINIA,2013-03-14T21:03:41,2013/03/14 17:03:41-04,1,1
4225487,37.6151,-81.9529,11100,ANF,ML,2.4,WEST VIRGINIA,2013-03-15T19:39:46,2013/03/15 15:39:46-04,1,1
4225465,37.7521,-81.8393,15500,ANF,ML,2.6,WEST VIRGINIA,2013-03-14T19:01:10,2013/03/14 15:01:10-04,1,1
4213059,37.6942,-82.1009,10100,ANF,ML,2.7,WEST VIRGINIA,2012-07-31T15:39:33,2012/07/31 11:39:33-04,1,1
4820654,38.0962,-81.3603,12500,ANF,ML,2.2,WEST VIRGINIA,2014-07-12T17:46:02,2014/07/12 13:46:02-04,1,1
5111764,38.0945,-82.0695,2200,ANF,ML,2.6,WEST VIRGINIA,2015-01-24T16:37:35,2015/01/24 11:37:35-05,0,1
4310529,38.0775,-81.6352,6800,ANF,ML,2.7,WEST VIRGINIA,2013-02-20T16:41:49,2013/02/20 11:41:49-05,0,1
4310557,37.8627,-81.5466,3600,ANF,ML,3,WEST VIRGINIA,2013-02-22T21:10:18,2013/02/22 16:10:18-05,0,1
4369148,38.0851,-81.9903,10700,ANF,ML,2.4,WEST VIRGINIA,2013-05-06T21:35:05,2013/05/06 17:35:05-04,0,1
4369191,38.1081,-82.0286,8200,ANF,ML,2.5,WEST VIRGINIA,2013-05-08T22:04:04,2013/05/08 18:04:04-04,0,1
5005287,44.2916,-73.5902,14300,ANF,ML,2.1,NEW YORK,2014-09-10T15:55:37,2014/09/10 11:55:37-04,1,1
5005292,41.0783,-78.4162,6100,ANF,ML,2.1,PENNSYLVANIA,2014-09-10T18:02:21,2014/09/10 14:02:21-04,1,1
